date,temperature,rainfall,humidity
2015-01-01,24.74227711702432,4.169474867229718,14.857931047250739
2015-01-02,25.438523536651918,8.259701351875465,61.676663300543844
2015-01-03,24.822272824413233,1.8143479373301719,95.65366020156377
2015-01-04,24.385222562630187,3.60843977753876,52.551639594769185
2015-01-05,25.011823777641144,7.812796183262765,94.43741309472128
2015-01-06,27.352809389137132,1.7113403567580654,76.09433065923629
2015-01-07,26.046455153218503,0.026632494787472982,32.70860227164033
2015-01-08,26.20627493145591,6.225195092475028,57.65414684082765
2015-01-09,24.898637800315015,5.449937621124632,19.489569979627696
2015-01-10,25.200994486341393,7.462043259168966,3.0041493816543974
2015-01-11,24.84091534344131,2.616763224162897,59.65403055114727
2015-01-12,26.466052271742985,2.747266285819683,5.454158149030775
2015-01-13,26.36459946710893,3.7614254425755043,97.91851691678059
2015-01-14,27.481947601152115,5.895038873470304,10.383845751391851
2015-01-15,26.83493594695402,1.0107783205749288,4.0384076177053085
2015-01-16,26.323693577780297,0.7448161879900816,61.556244202236385
2015-01-17,26.832625652548206,1.8545670935173497,11.515642047457053
2015-01-18,26.069537987407852,7.612298654384993,20.939989120605595
2015-01-19,26.867608019309674,8.76832754700964,77.29443481164571
2015-01-20,25.66057575419981,2.2653557889624834,42.67016498094516
2015-01-21,26.947001051951645,7.9171072760877905,76.76889876635549
2015-01-22,26.493294322827502,3.4431588307247063,31.035114517217277
2015-01-23,25.487723476178314,8.706865730259505,67.23452685812778
2015-01-24,27.173878311045023,0.6240106965358472,93.10490643188497
2015-01-25,25.284577561959974,9.485351698413009,5.950568539292234
2015-01-26,27.81436572819219,9.864914086391828,87.1168311991442
2015-01-27,27.22382720565991,7.168450536896289,59.822728458322885
2015-01-28,26.71416629685083,0.9808537430696751,8.573890909903614
2015-01-29,28.207379151902387,6.164580785515192,76.19003733336348
2015-01-30,27.306258597867757,4.1399405097279365,25.923841157118545
2015-01-31,26.680987733198677,4.6610047582193515,79.67365947557167
2015-02-01,28.551282698549723,4.794329572735789,82.04530415580167
2015-02-02,28.34443930141144,6.975365128732742,80.27556557359686
2015-02-03,27.9696946941933,2.6996992943330733,97.1614592985831
2015-02-04,26.69320340707041,9.122513223843685,24.939647200492153
2015-02-05,29.047774323223738,3.6302884440427663,7.134758987556811
2015-02-06,27.879809551538877,2.150239535721943,81.5028717439168
2015-02-07,27.915972267782735,7.741797041196862,29.119755531933635
2015-02-08,28.419045812776577,4.007693770999748,57.85255473520162
2015-02-09,28.875259948036888,7.289291338373229,2.3534801994621657
2015-02-10,29.659836133735237,0.5884726127489392,26.484286830431714
2015-02-11,28.72437342526902,9.054493539370966,76.22260064991802
2015-02-12,29.842626385791835,2.3582561652781986,44.84936149012606
2015-02-13,28.544803620992116,2.4563068029946997,41.27986600842555
2015-02-14,28.255424319250277,2.2308206831080235,98.33566193352105
2015-02-15,28.18923180543118,9.700284220282557,30.985048004427497
2015-02-16,27.02966039972391,3.608495706343101,78.5312032613139
2015-02-17,26.75788911066646,8.186812273507968,85.44541144142921
2015-02-18,27.645682088176326,0.4495273613375883,30.079906329074845
2015-02-19,30.594278989277182,6.4315870249236475,91.93105142022246
2015-02-20,28.51856564054393,8.66255973702077,37.028925032592156
2015-02-21,29.476966786966088,4.709931720516991,99.64302343798492
2015-02-22,29.78807175700569,9.297418375802867,38.26467489155515
2015-02-23,29.38077169118234,1.2512509540192784,54.332659998976474
2015-02-24,30.10099261841437,6.885388834180386,92.31296621228053
2015-02-25,29.209526128099352,6.0162918847452405,93.33129946591569
2015-02-26,28.897544845917334,3.4153210255739563,57.18341451030683
2015-02-27,27.89897675604511,7.645026193627538,99.40596073416096
2015-02-28,29.53330379526858,7.921748369370417,98.19920188482081
2015-03-01,31.032770578866963,4.206275414261819,29.537157741507624
2015-03-02,27.414946024154208,6.833671428472213,32.92712981910717
2015-03-03,30.17030768654902,8.95850001422476,80.63823721912169
2015-03-04,29.35932605676712,6.0287170432637645,98.74630924806604
2015-03-05,30.977715100173725,1.3282231222149887,69.36218381327758
2015-03-06,29.233017199466925,8.778770501608577,98.23115886707279
2015-03-07,31.517244096694895,5.845508093821112,10.677800959114759
2015-03-08,28.804964657890146,8.164953711401076,78.41623311236118
2015-03-09,28.988527150048167,6.610453467307416,13.453320328126273
