date,temperature,rainfall,humidity,month,temp_roll,anomaly
2015-01-07,26.046455153218503,0.0266324947874729,32.70860227164033,1,25.39991205153092,False
2015-01-08,26.20627493145591,6.225195092475028,57.65414684082765,1,25.609054596449717,False
2015-01-09,24.89863780031501,5.449937621124632,19.489569979627696,1,25.531928062687303,False
2015-01-10,25.200994486341397,7.462043259168966,3.0041493816543974,1,25.586031157248467,False
2015-01-11,24.84091534344131,2.616763224162897,59.65403055114727,1,25.651130125935772,False
2015-01-12,26.466052271742985,2.747266285819683,5.454158149030775,1,25.858877053664603,False
2015-01-13,26.36459946710893,3.761425442575504,97.9185169167806,1,25.717704207660578,False
2015-01-14,27.481947601152115,5.895038873470304,10.383845751391853,1,25.922774557365383,False
2015-01-15,26.83493594695402,1.0107783205749288,4.0384076177053085,1,26.01258327386511,False
2015-01-16,26.323693577780297,0.7448161879900816,61.55624420223639,1,26.216162670645865,False
2015-01-17,26.83262565254821,1.8545670935173495,11.515642047457051,1,26.449252837246835,False
2015-01-18,26.06953798740785,7.612298654384993,20.939989120605595,1,26.624770357813482,False
2015-01-19,26.867608019309674,8.76832754700964,77.29443481164571,1,26.682135464608727,False
2015-01-20,25.66057575419981,2.265355788962484,42.67016498094516,1,26.58156064847885,False
2015-01-21,26.947001051951645,7.9171072760877905,76.76889876635549,1,26.505139712878783,False
2015-01-22,26.493294322827506,3.4431588307247063,31.03511451721728,1,26.456333766575,False
2015-01-23,25.487723476178317,8.706865730259505,67.23452685812778,1,26.336909466346146,False
2015-01-24,27.173878311045023,0.6240106965358472,93.10490643188496,1,26.385659846131404,False
2015-01-25,25.28457756195997,9.485351698413009,5.950568539292234,1,26.273522642495994,False
2015-01-26,27.81436572819219,9.864914086391828,87.1168311991442,1,26.40877374376492,False
2015-01-27,27.22382720565991,7.168450536896289,59.822728458322885,1,26.632095379687794,False
2015-01-28,26.71416629685083,0.9808537430696752,8.573890909903614,1,26.59883327181625,False
2015-01-29,28.207379151902387,6.164580785515192,76.19003733336348,1,26.843702533112662,False
2015-01-30,27.30625859786776,4.1399405097279365,25.923841157118545,1,27.103493264782582,False
2015-01-31,26.68098773319868,4.661004758219352,79.67365947557167,1,27.03308032509025,False
2015-02-01,28.551282698549723,4.794329572735789,82.04530415580167,2,27.49975248746021,False
2015-02-02,28.34443930141144,6.975365128732742,80.27556557359686,2,27.57547728363439,False
2015-02-03,27.9696946941933,2.6996992943330733,97.1614592985831,2,27.682029781996302,False
2015-02-04,26.69320340707041,9.122513223843685,24.939647200492157,2,27.679035083456238,False
2015-02-05,29.047774323223734,3.6302884440427663,7.134758987556811,2,27.799091536502146,False
2015-02-06,27.87980955153888,2.150239535721943,81.5028717439168,2,27.881027387026595,False
2015-02-07,27.91597226778273,7.741797041196862,29.119755531933635,2,28.057453749110035,False
2015-02-08,28.419045812776577,4.007693770999748,57.85255473520162,2,28.038562765428157,False
2015-02-09,28.875259948036888,7.289291338373229,2.3534801994621657,2,28.114394286374647,False
2015-02-10,29.65983613373524,0.5884726127489392,26.484286830431717,2,28.355843063452067,False
2015-02-11,28.72437342526902,9.054493539370966,76.22260064991802,2,28.646010208909008,False
2015-02-12,29.842626385791835,2.3582561652781986,44.84936149012606,2,28.759560503561595,False
2015-02-13,28.54480362099212,2.4563068029947,41.27986600842555,2,28.85455965634063,False
2015-02-14,28.25542431925028,2.2308206831080235,98.33566193352104,2,28.903052806550278,False
2015-02-15,28.18923180543118,9.700284220282557,30.985048004427497,2,28.87022223407237,False
2015-02-16,27.02966039972391,3.608495706343101,78.5312032613139,2,28.60656515574194,False
2015-02-17,26.75788911066646,8.186812273507968,85.44541144142921,2,28.192001295303545,False
2015-02-18,27.64568208817633,0.4495273613375883,30.079906329074845,2,28.03790253286173,False
2015-02-19,30.594278989277186,6.431587024923648,91.93105142022246,2,28.14528147621678,False
2015-02-20,28.51856564054393,8.66255973702077,37.02892503259216,2,28.141533193295608,False
2015-02-21,29.476966786966088,4.709931720516991,99.64302343798492,2,28.316039260112156,False
2015-02-22,29.78807175700569,9.297418375802868,38.26467489155515,2,28.54444496747994,False
2015-02-23,29.38077169118234,1.2512509540192784,54.33265999897648,2,28.88031800911686,False
2015-02-24,30.10099261841437,6.885388834180386,92.31296621228051,2,29.35790422450942,False
2015-02-25,29.209526128099352,6.0162918847452405,93.33129946591568,2,29.58131051592699,False
2015-02-26,28.89754484591733,3.4153210255739563,57.18341451030683,2,29.338919924018445,False
2015-02-27,27.89897675604511,7.645026193627538,99.40596073416096,2,29.2504072262329,False
2015-02-28,29.53330379526858,7.921748369370417,98.1992018848208,2,29.258455370276106,False
2015-03-01,31.032770578866963,4.206275414261819,29.537157741507624,3,29.43626948768486,False
2015-03-02,27.414946024154208,6.833671428472213,32.92712981910717,3,29.155437249537986,False
2015-03-03,30.17030768654902,8.95850001422476,80.63823721912169,3,29.165339402128655,False
2015-03-04,29.35932605676712,6.0287170432637645,98.74630924806604,3,29.186739391938335,False
2015-03-05,30.977715100173725,1.3282231222149887,69.36218381327758,3,29.483906571117817,False
2015-03-06,29.233017199466925,8.778770501608577,98.2311588670728,3,29.674483777320937,False
2015-03-07,31.517244096694892,5.845508093821112,10.67780095911476,3,29.957903820381837,True
2015-03-08,28.804964657890142,8.164953711401076,78.41623311236118,3,29.63964583167086,False
2015-03-09,28.988527150048167,6.610453467307416,13.453320328126273,3,29.86444313537,False
2015-03-10,29.405593598816147,2.0105896653982924,23.70792801974294,3,29.755198265693874,False
2015-03-11,30.34429208529926,2.127380179545425,60.324303573772085,3,29.895907698341322,False
2015-03-12,29.092888264287,2.795083045372503,24.780279563531018,3,29.626646721786077,False
2015-03-13,30.20373983343524,7.632460225131597,94.45801341939789,3,29.76532138378155,False
